130900,沧州市,2,沧州,Cangzhou,130000,61000,38.310582,116.857461,10476,,1017,101090701,54616,1,cang zhou,C,CZ
130902,新华区,3,新华,Xinhua,130900,61000,38.31438,116.86643,10476,,1017,,,0,xin hua,X,XH
130903,运河区,3,运河,Yunhe,130900,61000,38.31352,116.85706,10476,,1017,,,0,yun he,Y,YH
130921,沧县,3,沧县,Cangxian,130900,61000,38.29361,116.87817,10490,,1017,101090716,54616,1,cang xian,C,CX
130922,青县,3,青县,Qingxian,130900,62650,38.58345,116.80316,10477,,1017,101090702,54615,1,qing xian,Q,QX
130923,东光县,3,东光,Dongguang,130900,61600,37.8857,116.53668,10478,,1017,101090703,54713,1,dong guang,D,DG
130924,海兴县,3,海兴,Haixing,130900,61200,38.13958,117.49758,10479,,1017,101090704,54628,1,hai xing,H,HX
130925,盐山县,3,盐山,Yanshan,130900,61300,38.05647,117.23092,10480,,1017,101090705,54627,1,yan shan,Y,YS
130926,肃宁县,3,肃宁,Suning,130900,62350,38.42272,115.82971,10481,,1017,101090706,54626,1,su ning,S,SN
130927,南皮县,3,南皮,Nanpi,130900,61500,38.04109,116.70224,10482,,1017,101090707,54719,1,nan pi,N,NP
130928,吴桥县,3,吴桥,Wuqiao,130900,61800,37.62546,116.3847,10483,,1017,101090708,54717,1,wu qiao,W,WQ
130929,献县,3,献县,Xianxian,130900,62250,38.19228,116.12695,10484,,1017,101090709,54617,1,xian xian,X,XX
130930,孟村回族自治县,3,孟村,Mengcun,130900,61400,38.05338,117.10412,10485,,1017,101090710,54644,1,meng cun,M,MC
130981,泊头市,3,泊头,Botou,130900,62150,38.08359,116.57824,10486,,1017,101090711,54618,1,po tou,P,PT
130982,任丘市,3,任丘,Renqiu,130900,62550,38.71124,116.1033,10487,,1017,101090712,54610,1,ren qiu,R,RQ
130983,黄骅市,3,黄骅,Huanghua,130900,61100,38.3706,117.33883,10488,,1017,101090713,54624,1,huang hua,H,HH
130984,河间市,3,河间,Hejian,130900,62450,38.44549,116.0993,10489,,1017,101090714,54614,1,he jian,H,HJ
130985,渤海新区,3,渤海新区,Bohaixinqu,130900,61100,38.269508,117.772562,10476,,1017,,,0,bo hai xin qu,B,BHXQ
